北京	安定
北京	八达岭
北京	北京
北京	北京北
北京	北京东
北京	北京南
北京	北京西
北京	北宅
北京	昌平
北京	昌平北
北京	大灰厂
北京	杜家坎所
北京	房山
北京	丰台
北京	丰台西
北京	高各庄
北京	孤山口
北京	官高
北京	广安门
北京	怀柔
北京	怀柔北
北京	黄村
北京	黄土坡
北京	京联合
北京	康庄
北京	良各庄
北京	良乡
北京	琉璃河
北京	落坡岭
北京	密云
北京	庙城
北京	南观村
北京	南口
北京	平峪
北京	苹果园
北京	青龙桥
北京	清河
北京	清华园
北京	三合庄
北京	三家店
北京	沙河
北京	上万
北京	十渡
北京	石景山南
北京	双桥
北京	顺义
北京	通州西
北京	统军庄
北京	魏善庄
北京	西道口
北京	斜河涧
北京	延庆
北京	沿河城
北京	雁翅
北京	燕山
北京	亦庄
北京	云居寺
北京	张辛
北京	周口店
北京	珠窝
天津	宝坻
天津	北仓
天津	别山
天津	滨海
天津	滨海北
天津	曹子里
天津	茶淀
天津	崔黄口
天津	大口屯
天津	豆张庄
天津	汉沟镇
天津	汉沽
天津	蓟县
天津	蓟县南
天津	津沪所
天津	静海
天津	军粮城北
天津	芦台
天津	南仓
天津	南仓所
天津	三百吨
天津	上仓
天津	泰达
天津	唐官屯
天津	塘沽
天津	天津
天津	天津北
天津	天津南
天津	天津西
天津	田庄
天津	武清
天津	下仓
天津	杨村
天津	杨柳青
河北	艾河
河北	霸州
河北	白涧
河北	白旗
河北	百里峡
河北	板城
河北	保定
河北	保定东
河北	北戴河
河北	北马圈子
河北	北舍
河北	北屯
河北	泊头
河北	沧州
河北	沧州西
河北	柴沟堡
河北	昌黎
河北	超梁沟
河北	朝阳地
河北	承安铺
河北	承德
河北	承德东
河北	磁山
河北	磁西
河北	磁县
河北	大厂县
河北	大盘石
河北	大营镇
河北	大杖子
河北	定兴
河北	定州
河北	定州东
河北	东大坝
河北	东光
河北	东花园
河北	东戌
河北	洞庙河
河北	豆庄
河北	段甲岭
河北	二道沟门
河北	丰南
河北	浮图峪
河北	福山口
河北	福山寺
河北	抚宁
河北	富庄子
河北	高碑店
河北	高碑店东
河北	高邑
河北	高邑西
河北	藁城
河北	贡家台
河北	固安
河北	官厅
河北	官厅西
河北	广德号
河北	郭磊庄
河北	邯郸
河北	邯郸东
河北	韩麻营
河北	和村
河北	河间西
河北	河洛营
河北	衡水
河北	猴山
河北	虎什哈
河北	黄家店
河北	获鹿
河北	获鹿所
河北	纪家沟
河北	甲山
河北	金沟屯
河北	晋州
河北	井店
河北	井陉
河北	井南
河北	旧庄窝
河北	康城
河北	孔家庄
河北	涞源
河北	狼山
河北	狼窝铺
河北	廊坊
河北	廊坊北
河北	良村
河北	梁底下
河北	林村
河北	流水沟
河北	六道河子
河北	龙华
河北	龙家营
河北	龙家营所
河北	隆化
河北	卢龙
河北	滦河
河北	滦河沿
河北	滦平
河北	滦县
河北	滦县东
河北	螺山
河北	落垡
河北	马柳
河北	马铺营
河北	马头
河北	庙宫
河北	南城司
河北	南大庙
河北	南宫东
河北	南湾子
河北	南峪
河北	南张村
河北	闹海营
河北	牛驼
河北	徘徊北
河北	潘家店
河北	彭城
河北	偏店
